browser position chr8:98947784-99078856
browser hide all
browser pack refGene encodeRegions
browser full altGraph
#	300 base wide bar graph, autoScale is on by default == graphing
#	limits will dynamically change to always show full range of data
#	in viewing window, priority = 20 positions this as the second graph
#	Note, zero-relative, half-open coordinate system in use for bedGraph format
track type=bedGraph name="ENSG00000132549 GX-BERT CLS Attention Head 4" description="ENSG00000132549 GX-BERT CLS Attention Head 4" visibility=full color=200,100,0 altColor=0,100,200 priority=20
chr8 98980552 98980679 0.00019896771118510514
chr8 98980680 98980807 0.00010088324052048847
chr8 98980808 98980935 0.001070131198503077
chr8 98980936 98981063 0.00017332365678157657
chr8 98981064 98981191 0.0005337970796972513
chr8 98981192 98981319 0.0003511965333018452
chr8 98981320 98981447 0.0001543252292321995
chr8 98981448 98981575 0.00020477065118029714
chr8 98981576 98981703 0.0003075285058002919
chr8 98981704 98981831 0.0006690285517834127
chr8 98981832 98981959 0.0001972624595509842
chr8 98981960 98982087 0.0003263929102104157
chr8 98982088 98982215 0.0003394072409719229
chr8 98982216 98982343 0.00037132008583284914
chr8 98982344 98982471 0.00045064606820233166
chr8 98982472 98982599 0.0008779512136243284
chr8 98982600 98982727 0.0005173124372959137
chr8 98982728 98982855 0.0009481466258876026
chr8 98982856 98982983 0.0002589679497759789
chr8 98982984 98983111 0.0002762415388133377
chr8 98983112 98983239 0.001054946449585259
chr8 98983240 98983367 0.000525487179402262
chr8 98983368 98983495 0.00023977243108674884
chr8 98983496 98983623 0.00019890349358320236
chr8 98983624 98983751 0.0003103602211922407
chr8 98983752 98983879 0.00020580033014994115
chr8 98983880 98984007 0.0002625664055813104
chr8 98984008 98984135 0.00019590859301388264
chr8 98984136 98984263 0.0001417620514985174
chr8 98984264 98984391 0.0002333433658350259
chr8 98984392 98984519 0.00013000892067793757
chr8 98984520 98984647 0.00011719329631887376
chr8 98984648 98984775 0.0001557104551466182
chr8 98984776 98984903 0.000154001492774114
chr8 98984904 98985031 7.401718175970018e-05
chr8 98985032 98985159 0.00013461300113704056
chr8 98985160 98985287 0.00019297987455502152
chr8 98985288 98985415 0.0002454272471368313
chr8 98985416 98985543 0.0002286619128426537
chr8 98985544 98985671 0.00021537925931625068
chr8 98985672 98985799 0.00026657673879526556
chr8 98985800 98985927 0.00010034045408247039
chr8 98985928 98986055 0.00010708800982683897
chr8 98986056 98986183 0.000203671443159692
chr8 98986184 98986311 0.00014903706323821098
chr8 98986312 98986439 0.00019721554417628795
chr8 98986440 98986567 0.00018664398521650583
chr8 98986568 98986695 0.00012433466326911002
chr8 98986696 98986823 0.0002081923739751801
chr8 98986824 98986951 0.0004014096630271524
chr8 98986952 98987079 0.0005053888889960945
chr8 98987080 98987207 0.0003088243247475475
chr8 98987208 98987335 0.00024815654614940286
chr8 98987336 98987463 0.0003072202962357551
chr8 98987464 98987591 0.000366861087968573
chr8 98987592 98987719 0.0001675691019045189
chr8 98987720 98987847 0.0001274396199733019
chr8 98987848 98987975 0.00017712500994093716
chr8 98987976 98988103 0.00010896091407630593
chr8 98988104 98988231 0.00014825171092525125
chr8 98988232 98988359 0.00023637748381588608
chr8 98988360 98988487 0.00013540317013394088
chr8 98988488 98988615 0.0002740570344030857
chr8 98988616 98988743 0.00012876966502517462
chr8 98988744 98988871 0.0002370104193687439
chr8 98988872 98988999 0.00031028446392156184
chr8 98989000 98989127 0.0001685685565462336
chr8 98989128 98989255 0.00025353243108838797
chr8 98989256 98989383 0.00020475209748838097
chr8 98989384 98989511 4.597970473696478e-05
chr8 98989512 98989639 0.0001460914354538545
chr8 98989640 98989767 0.00019445095676928759
chr8 98989768 98989895 0.00041260162834078074
chr8 98989896 98990023 0.00021054426906630397
chr8 98990024 98990151 0.0003628926642704755
chr8 98990152 98990279 0.00023940661048982292
chr8 98990280 98990407 0.00023048336151987314
chr8 98990408 98990535 0.00017064579878933728
chr8 98990536 98990663 0.00032324009225703776
chr8 98990664 98990791 0.00017249042866751552
chr8 98990792 98990919 0.00026857323246076703
chr8 98990920 98991047 6.37191697023809e-05
chr8 98991048 98991175 0.0002576167171355337
chr8 98991176 98991303 0.00020104649593122303
chr8 98991304 98991431 5.927238453296013e-05
chr8 98991432 98991559 0.00022908089158590883
chr8 98991560 98991687 0.00018796547374222428
chr8 98991688 98991815 0.00021926163753960282
chr8 98991816 98991943 0.00017994109657593071
chr8 98991944 98992071 0.00013844908971805125
chr8 98992072 98992199 4.325461486587301e-05
chr8 98992200 98992327 0.00015544939378742129
chr8 98992328 98992455 0.00014509331958834082
chr8 98992456 98992583 6.382900755852461e-05
chr8 98992584 98992711 0.00027526222402229905
chr8 98992712 98992839 0.00030591560062021017
chr8 98992840 98992967 0.00034091065754182637
chr8 98992968 98993095 0.0002309901174157858
chr8 98993096 98993223 0.0001676879619481042
chr8 98993224 98993351 9.002406295621768e-05
chr8 98993352 98993479 0.0002804572868626565
chr8 98993480 98993607 0.0008478653617203236
chr8 98993608 98993735 0.0005995203391648829
chr8 98993736 98993863 0.0005340949282981455
