browser position chr8:98947784-99078856
browser hide all
browser pack refGene encodeRegions
browser full altGraph
#	300 base wide bar graph, autoScale is on by default == graphing
#	limits will dynamically change to always show full range of data
#	in viewing window, priority = 20 positions this as the second graph
#	Note, zero-relative, half-open coordinate system in use for bedGraph format
track type=bedGraph name="ENSG00000132549 GX-BERT CLS Attention Head 1" description="ENSG00000132549 GX-BERT CLS Attention Head 1" visibility=full color=200,100,0 altColor=0,100,200 priority=20
chr8 98980552 98980679 0.0013690347550436854
chr8 98980680 98980807 0.0009189812699332833
chr8 98980808 98980935 0.0013026823289692402
chr8 98980936 98981063 0.0011947458842769265
chr8 98981064 98981191 0.0014432526659220457
chr8 98981192 98981319 0.001494586351327598
chr8 98981320 98981447 0.0010702145518735051
chr8 98981448 98981575 0.0009328005835413933
chr8 98981576 98981703 0.0011111808707937598
chr8 98981704 98981831 0.001090088626369834
chr8 98981832 98981959 0.0011814431054517627
chr8 98981960 98982087 0.0010001104092225432
chr8 98982088 98982215 0.0011191725498065352
chr8 98982216 98982343 0.0008179756696335971
chr8 98982344 98982471 0.0010010608239099383
chr8 98982472 98982599 0.0016456431476399302
chr8 98982600 98982727 0.001181837753392756
chr8 98982728 98982855 0.001447145245037973
chr8 98982856 98982983 0.0010970656294375658
chr8 98982984 98983111 0.0010086253751069307
chr8 98983112 98983239 0.0011792201548814774
chr8 98983240 98983367 0.0009658096241764724
chr8 98983368 98983495 0.0012501731980592012
chr8 98983496 98983623 0.0011574603850021958
chr8 98983624 98983751 0.0009086536010727286
chr8 98983752 98983879 0.0010027087992057204
chr8 98983880 98984007 0.0007431444828398526
chr8 98984008 98984135 0.0010111670708283782
chr8 98984136 98984263 0.0009157566819339991
chr8 98984264 98984391 0.0009509293013252318
chr8 98984392 98984519 0.0006915086414664984
chr8 98984520 98984647 0.0006702655809931457
chr8 98984648 98984775 0.0008656679419800639
chr8 98984776 98984903 0.0008529164479114115
chr8 98984904 98985031 0.0009578668978065252
chr8 98985032 98985159 0.0009739709203131497
chr8 98985160 98985287 0.0010171758476644754
chr8 98985288 98985415 0.0010490191634744406
chr8 98985416 98985543 0.0014686223585158587
chr8 98985544 98985671 0.0013942880323156714
chr8 98985672 98985799 0.0011968064354732633
chr8 98985800 98985927 0.000907630193978548
chr8 98985928 98986055 0.000989558408036828
chr8 98986056 98986183 0.0011172759113833308
chr8 98986184 98986311 0.000998864765278995
chr8 98986312 98986439 0.0012279888615012169
chr8 98986440 98986567 0.0008891744073480368
chr8 98986568 98986695 0.0010471370769664645
chr8 98986696 98986823 0.001152893528342247
chr8 98986824 98986951 0.0012281417148187757
chr8 98986952 98987079 0.0016695003723725677
chr8 98987080 98987207 0.0008477506344206631
chr8 98987208 98987335 0.0010226777521893382
chr8 98987336 98987463 0.0010569520527496934
chr8 98987464 98987591 0.0017045786371454597
chr8 98987592 98987719 0.0016123257810249925
chr8 98987720 98987847 0.0010985428234562278
chr8 98987848 98987975 0.0011936560040339828
chr8 98987976 98988103 0.0008433078182861209
chr8 98988104 98988231 0.0010567952413111925
chr8 98988232 98988359 0.0009953782428056002
chr8 98988360 98988487 0.0009912512032315135
chr8 98988488 98988615 0.0016992595046758652
chr8 98988616 98988743 0.0013678597752004862
chr8 98988744 98988871 0.001364121213555336
chr8 98988872 98988999 0.0013578381622210145
chr8 98989000 98989127 0.0013487688265740871
chr8 98989128 98989255 0.0015039299614727497
chr8 98989256 98989383 0.0014366770628839731
chr8 98989384 98989511 0.0010672289645299315
chr8 98989512 98989639 0.001179701997898519
chr8 98989640 98989767 0.0007670103223063052
chr8 98989768 98989895 0.0008695404976606369
chr8 98989896 98990023 0.001477498677559197
chr8 98990024 98990151 0.001680839341133833
chr8 98990152 98990279 0.0013384821359068155
chr8 98990280 98990407 0.0011244808556511998
chr8 98990408 98990535 0.0012776416260749102
chr8 98990536 98990663 0.0012864256277680397
chr8 98990664 98990791 0.0012686277041211724
chr8 98990792 98990919 0.0013141469098627567
chr8 98990920 98991047 0.0008925232104957104
chr8 98991048 98991175 0.0016009352402761579
chr8 98991176 98991303 0.0014103492721915245
chr8 98991304 98991431 0.0007537078345194459
chr8 98991432 98991559 0.0015068280044943094
chr8 98991560 98991687 0.0013272399082779884
chr8 98991688 98991815 0.0010901576606556773
chr8 98991816 98991943 0.0009975318098440766
chr8 98991944 98992071 0.001173239666968584
chr8 98992072 98992199 0.0009825527667999268
chr8 98992200 98992327 0.0011569441994652152
chr8 98992328 98992455 0.0010080195497721434
chr8 98992456 98992583 0.0010875242296606302
chr8 98992584 98992711 0.001731185708194971
chr8 98992712 98992839 0.0015266482951119542
chr8 98992840 98992967 0.0015599194448441267
chr8 98992968 98993095 0.0011783259687945247
chr8 98993096 98993223 0.0010719227138906717
chr8 98993224 98993351 0.0009437103872187436
chr8 98993352 98993479 0.0012338146334514022
chr8 98993480 98993607 0.0009004003368318081
chr8 98993608 98993735 0.0009592488640919328
chr8 98993736 98993863 0.0012758079683408141
chr8 98993864 98993991 0.0010428462410345674
