browser position chr8:98947784-99078856
browser hide all
browser pack refGene encodeRegions
browser full altGraph
#	300 base wide bar graph, autoScale is on by default == graphing
#	limits will dynamically change to always show full range of data
#	in viewing window, priority = 20 positions this as the second graph
#	Note, zero-relative, half-open coordinate system in use for bedGraph format
track type=bedGraph name="ENSG00000132549 GX-BERT CLS Attention Head 2" description="ENSG00000132549 GX-BERT CLS Attention Head 2" visibility=full color=200,100,0 altColor=0,100,200 priority=20
chr8 98980552 98980679 0.00041435303865000606
chr8 98980680 98980807 0.00024328366271220148
chr8 98980808 98980935 0.00013320709695108235
chr8 98980936 98981063 0.0013996281195431948
chr8 98981064 98981191 0.00025470866239629686
chr8 98981192 98981319 0.0027830898761749268
chr8 98981320 98981447 0.001684730057604611
chr8 98981448 98981575 0.0003166196111124009
chr8 98981576 98981703 0.00028445536736398935
chr8 98981704 98981831 0.0010760611621662974
chr8 98981832 98981959 0.00023407251865137368
chr8 98981960 98982087 0.0002477882371749729
chr8 98982088 98982215 0.0004381038888823241
chr8 98982216 98982343 0.00014266687503550202
chr8 98982344 98982471 0.00039801569073460996
chr8 98982472 98982599 0.0004046648391522467
chr8 98982600 98982727 0.00022783280292060226
chr8 98982728 98982855 0.0012144302017986774
chr8 98982856 98982983 0.00016010085528250784
chr8 98982984 98983111 3.818362165475264e-05
chr8 98983112 98983239 0.00047302566235885024
chr8 98983240 98983367 0.001017955713905394
chr8 98983368 98983495 0.00040992931462824345
chr8 98983496 98983623 0.0011630739318206906
chr8 98983624 98983751 0.0009543612832203507
chr8 98983752 98983879 0.0005312197608873248
chr8 98983880 98984007 0.0005908400635235012
chr8 98984008 98984135 0.0008634576806798577
chr8 98984136 98984263 0.0016833889530971646
chr8 98984264 98984391 0.0005474596400745213
chr8 98984392 98984519 7.271415233844891e-05
chr8 98984520 98984647 6.835472595412284e-05
chr8 98984648 98984775 0.0005912808119319379
chr8 98984776 98984903 0.00043058572919107974
chr8 98984904 98985031 0.00026768428506329656
chr8 98985032 98985159 0.0002322424406884238
chr8 98985160 98985287 0.0004393019189592451
chr8 98985288 98985415 0.00060417311033234
chr8 98985416 98985543 0.0006667958223260939
chr8 98985544 98985671 0.00017216429114341736
chr8 98985672 98985799 0.0005992897786200047
chr8 98985800 98985927 0.0006182111683301628
chr8 98985928 98986055 0.00034216890344396234
chr8 98986056 98986183 0.00028311205096542835
chr8 98986184 98986311 0.00030070130014792085
chr8 98986312 98986439 0.00034328183392062783
chr8 98986440 98986567 8.187827188521624e-05
chr8 98986568 98986695 0.00043244450353085995
chr8 98986696 98986823 0.00021157864830456674
chr8 98986824 98986951 0.0005644264165312052
chr8 98986952 98987079 0.0009517368162050843
chr8 98987080 98987207 0.0006483372417278588
chr8 98987208 98987335 0.0003272884350735694
chr8 98987336 98987463 0.0006213843589648604
chr8 98987464 98987591 0.002095542848110199
chr8 98987592 98987719 0.0011618627468124032
chr8 98987720 98987847 0.0011562127619981766
chr8 98987848 98987975 0.0016834820853546262
chr8 98987976 98988103 0.00048093605437316
chr8 98988104 98988231 0.0005263436469249427
chr8 98988232 98988359 0.0010459910845384002
chr8 98988360 98988487 0.002350606257095933
chr8 98988488 98988615 0.0015700452495366335
chr8 98988616 98988743 0.0002914193901233375
chr8 98988744 98988871 0.0005393017781898379
chr8 98988872 98988999 0.0004978295182809234
chr8 98989000 98989127 0.00010654677316779271
chr8 98989128 98989255 0.0015964640770107508
chr8 98989256 98989383 0.003831724636256695
chr8 98989384 98989511 0.00113228231202811
chr8 98989512 98989639 0.0006047913921065629
chr8 98989640 98989767 0.00011343846563249826
chr8 98989768 98989895 0.000379386154236272
chr8 98989896 98990023 0.000806658121291548
chr8 98990024 98990151 0.0005711599951609969
chr8 98990152 98990279 0.0007819515303708613
chr8 98990280 98990407 0.00048361398512497544
chr8 98990408 98990535 0.0001828947279136628
chr8 98990536 98990663 0.0002518001419957727
chr8 98990664 98990791 0.00026658576098270714
chr8 98990792 98990919 0.0004753264074679464
chr8 98990920 98991047 0.001237480784766376
chr8 98991048 98991175 0.0020864559337496758
chr8 98991176 98991303 0.0006698906072415411
chr8 98991304 98991431 0.00012686029367614537
chr8 98991432 98991559 0.000585862435400486
chr8 98991560 98991687 0.0017709808889776468
chr8 98991688 98991815 0.0017336523160338402
chr8 98991816 98991943 0.0004849533725064248
chr8 98991944 98992071 0.00038182130083441734
chr8 98992072 98992199 0.00025327951880171895
chr8 98992200 98992327 0.00016175498603843153
chr8 98992328 98992455 0.00014061445835977793
chr8 98992456 98992583 0.0001500841899542138
chr8 98992584 98992711 0.00031494867289438844
chr8 98992712 98992839 0.0007537485798820853
chr8 98992840 98992967 0.0024831672199070454
chr8 98992968 98993095 0.000697649025823921
chr8 98993096 98993223 0.00014427441055886447
chr8 98993224 98993351 0.00014520857075694948
chr8 98993352 98993479 0.00013565017434302717
chr8 98993480 98993607 0.00046445298357866704
chr8 98993608 98993735 0.002292380668222904
chr8 98993736 98993863 0.0008061770349740982
chr8 98993864 98993991 0.00031510836561210454
